LS-Nr.;Hausnr.;S-Bahnring;lat;lon;number;amount;lamp;name_lamp;picture;installed;bulb;brand;name_bulb;comparison;color;watt;energy_consumption;lifespan;lumen_per_watt;lumen;energy_efficiency;switching;structural_system;height
42616-2110113-00;44B;innerer S-Bahnring;52,54044512;13,4118893;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;16.06.98;NAV-T150*SUPER*4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;150 W;168 kWh/1000 h;32000 h;115 lm/W;17500 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110114-00;44;innerer S-Bahnring;52,54040478;13,41245435;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110115-00;;innerer S-Bahnring;52,54025948;13,41189178;1;1;SIE*SR100*NAV-T250*LU*SKL2;SITECO Mastleuchte SR 100;Ja;01.06.09;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110116-00;43;innerer S-Bahnring;52,54018523;13,41244901;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110117-00;146;;52,54014237;13,41171805;1;1;PHI*SGS203T-100IC-Q*NAV-T100*KOPM.;Philipps StraÌÙenleuchte SGS 203;Ja;08.09.98;NAV-T100*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;100 W;110 kWh/1000 h;32000 h;n. a. ;;A+;01 GANZNACHT;6,0*1,2*89;6
42616-2110118-00;42;innerer S-Bahnring;52,5399153;13,4124592;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110119-00;146;innerer S-Bahnring;52,54005435;13,41190682;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110120-00;40A;innerer S-Bahnring;52,53967558;13,41246212;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110121-00;147;innerer S-Bahnring;52,53975248;13,41193443;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110122-00;39B;innerer S-Bahnring;52,53945944;13,41242145;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110123-00;147A;innerer S-Bahnring;52,53948981;13,41191929;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110124-00;39A;innerer S-Bahnring;52,53926168;13,41242517;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110125-00;149;innerer S-Bahnring;52,53921124;13,41191897;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110126-00;39A;innerer S-Bahnring;52,539006;13,41242993;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110127-00;149;innerer S-Bahnring;52,53897336;13,41192397;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110128-00;36;innerer S-Bahnring;52,53872323;13,4124307;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110129-00;150;innerer S-Bahnring;52,53871712;13,41192574;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110130-00;36;innerer S-Bahnring;52,53848443;13,41243866;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110131-00;152;innerer S-Bahnring;52,53848208;13,41193538;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110132-00;36;innerer S-Bahnring;52,53817911;13,41243318;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110133-00;153;innerer S-Bahnring;52,5382673;13,41193994;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;86 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN DS;H10*0,2*6WDNG;10
42616-2110134-00;35;innerer S-Bahnring;52,53784977;13,41251595;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110135-00;153;innerer S-Bahnring;52,53804601;13,41194005;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.96;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110136-00;33;innerer S-Bahnring;52,53758781;13,4124976;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110137-00;62;innerer S-Bahnring;52,5377485;13,41197997;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.96;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110138-00;32;innerer S-Bahnring;52,53729965;13,41252458;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110139-00;155;innerer S-Bahnring;52,53745184;13,41203181;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110140-00;30;innerer S-Bahnring;52,53707905;13,4125439;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110141-00;157;innerer S-Bahnring;52,53718992;13,41205773;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110142-00;29;innerer S-Bahnring;52,53676486;13,41257165;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110143-00;158;innerer S-Bahnring;52,53692878;13,41207551;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110144-00;28;innerer S-Bahnring;52,53651876;13,41259553;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110145-00;158B;innerer S-Bahnring;52,5366917;13,41210027;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110146-00;27;innerer S-Bahnring;52,53623114;13,41261089;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110147-00;160;innerer S-Bahnring;52,53640994;13,41212668;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110148-00;26A;innerer S-Bahnring;52,53597;13,41260901;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110149-00;161;innerer S-Bahnring;52,536169;13,41214551;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110150-00;26;innerer S-Bahnring;52,53569483;13,41262906;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110151-00;161A;innerer S-Bahnring;52,53595238;13,41218544;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.12.06;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110152-00;;innerer S-Bahnring;52,53539574;13,41264964;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110153-00;162;innerer S-Bahnring;52,53570661;13,41219288;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.96;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110154-00;;innerer S-Bahnring;52,53517105;13,41269356;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110155-00;163;innerer S-Bahnring;52,53544445;13,41224202;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.96;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110156-00;;innerer S-Bahnring;52,53492312;13,41274355;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110157-00;164;innerer S-Bahnring;52,53524255;13,41228447;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.96;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110158-00;;innerer S-Bahnring;52,53465721;13,41279985;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110159-00;165;innerer S-Bahnring;52,53499614;13,41234219;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.96;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110160-00;23;innerer S-Bahnring;52,53438763;13,41287743;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110161-00;;innerer S-Bahnring;52,53476002;13,41238773;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;15.11.04;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;86 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN DS;H10*0,2*6WDNG;10
42616-2110162-00;22;innerer S-Bahnring;52,53410153;13,41293815;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110163-00;;innerer S-Bahnring;52,53451794;13,41243886;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.96;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110164-00;22C;innerer S-Bahnring;52,53384111;13,4129948;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
42616-2110165-00;;innerer S-Bahnring;52,53426621;13,41249177;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.96;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;01 GANZNACHT;H10*0,2*6WDNG;10
42616-2110166-00;22;innerer S-Bahnring;52,53356202;13,41305739;1;1;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.97;NAV-T250*SUPER 4Y;Osram;Natrium-Dampflampen;>> Einsparung gegenÌ_ber einer GlÌ_hbirne 95%;niedrige Farbtemperatur, gelblich rote FÌ_rbung;250 W;281 kWh/1000h;32000 h;130 lm/W;33200 lm;A+;14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN;H10*0,2*6WDNG;10
