LS-Nr.,Hausnr.,S-Bahnring,lat,lon,number,amount,lamp,name_lamp,picture,installed,bulb,brand,name_bulb,comparison,color,watt,energy_consumption,lifespan,lumen_per_watt,lumen,energy_efficiency,switching,structural_system,height,Column 26
42616-2110063-00,127,,52.54665632235868,13.412858985928516,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110064-00,68,innerer S-Bahnring,52.54672851,13.4134386122,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,22.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,22.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110065-00,127,,52.54643155372136,13.41280111714397,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,26.08.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,26.08.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110066-00,66-67,innerer S-Bahnring,52.5464582922,13.4133633753,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110067-00,127A,,52.546166325881615,13.412732390512796,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,26.08.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,26.08.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110068-00,64,innerer S-Bahnring,52.546216004,13.4132977177,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110069-00,128,,52.54595728349733,13.412674446335917,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110070-00,64,innerer S-Bahnring,52.5460078049,13.4132438204,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,22.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,22.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110071-00,129,,52.54571451507397,13.412601926486811,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,06.09.1994,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,06.09.1994,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110072-00,62,innerer S-Bahnring,52.5457423752,13.4131726753,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110073-00,130,,52.545415567755796,13.412522311223462,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,06.09.1994,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,06.09.1994,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110074-00,60,innerer S-Bahnring,52.5455009122,13.4131062345,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110075-00,2,innerer S-Bahnring,52.5452037659,13.4124580358,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,06.09.1994,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,06.09.1994,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110076-00,59B,innerer S-Bahnring,52.5452386638,13.4130351935,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110077-00,131,innerer S-Bahnring,52.5449344056,13.4123802532,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,26.08.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,26.08.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110078-00,59A,innerer S-Bahnring,52.5449865874,13.4129686733,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110079-00,133,,52.54467834239389,13.41234165367973,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110080-00,58A,innerer S-Bahnring,52.5446852902,13.4128915004,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110081-00,134,,52.54438386132772,13.412247279967458,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110082-00,58A,innerer S-Bahnring,52.5444534589,13.4128291284,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110083-00,134B,,52.54412089977989,13.41218960388548,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,26.08.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,26.08.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110084-00,58,innerer S-Bahnring,52.5441499591,13.4127465586,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110085-00,135A,,52.543790496087546,13.412108305529214,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,03.09.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,03.09.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110086-00,57,innerer S-Bahnring,52.5439038244,13.4126859824,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110087-00,,innerer S-Bahnring,52.5435299951,13.4120584672,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110088-00,56,innerer S-Bahnring,52.5436956513,13.4126466243,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110089-00,,innerer S-Bahnring,52.5432662409,13.4120344778,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,86 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN DS,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,88 GANZNACHT DS,,,
42616-2110090-00,54,innerer S-Bahnring,52.5434687288,13.4126152292,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110091-00,,innerer S-Bahnring,52.5430444799,13.4120148527,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110092-00,53,innerer S-Bahnring,52.5432512604,13.4125988819,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,10.06.1993,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110093-00,,innerer S-Bahnring,52.5428226477,13.4119956409,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,n. a. ,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,8.15,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,28.07.1994,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
